source_id,system_id,publisher,url,access,granularity,metric,measure_def,coverage_start,coverage_end,tier,retrieved,notes
istanbul-ts,istanbul,BELBİM A.Ş. / İstanbul Büyükşehir Belediyesi (IBB) Açık Veri Portalı (Istanbul Metropolitan Municipality Open Data Portal),https://data.ibb.gov.tr/dataset/hourly-public-transport-data-set,open_csv,daily,ridership,station_entries,2020,2024,official,2026-08-26,"This is IBB's 'Saatlik Toplu Ulaşım Veri Seti' (Hourly Public Transport Dataset) — genuinely HOURLY-resolution Istanbulkart tap data (finer than this schema's 'daily' cap), published as one CSV per month (hourly_transportation_202001.csv ... 202412.csv; Jan2020-Dec2024 confirmed), open license. Caveat: it covers ALL Istanbul public transport modes together (metro, Marmaray, metrobüs, bus, ferry/IDO), not metro-only, so isolating pure Metro İstanbul ridership requires filtering by a mode/line field within the CSVs (schema not verified this session). For a metro-EXCLUSIVE official series, Metro İstanbul's own site (https://www.metro.istanbul/yolcuhizmetleri/yolcuistatistikleri) publishes: (a) an annual-totals PDF table spanning 1989-2024, directly fetched this session and used for the 'annual' figure above (2024=915,314,407; 2023=704,479,482; 2022=381,325,667 — the 2022→2024 jumps look driven by major new-line openings rather than organic growth alone), and (b) per-year, per-line MONTHLY PDFs for 2019-2024 (e.g. https://www.metro.istanbul/Content/assets/uploaded/2024-Ayl%C4%B1k%20Yolcu%20Say%C4%B1lar%C4%B1.pdf). IBB's own rail-specific open-data entries ('Raylı Sistem Günlük Maksimum Yolculuk Sayıları' and 'Raylı Sistemler Hat Bazlı Yolculuk Sayıları') both exist but are stale, covering only through 2018-2019."
sao-paulo-ts,sao-paulo,Companhia do Metropolitano de São Paulo (Metrô) — Portal da Transparência,https://transparencia.metrosp.com.br/dataset/demanda,open_csv,daily,ridership,station_entries,2016,2026,official,2026-08-26,"Metrô SP's own open-data transparency portal publishes several resources under the 'Demanda' dataset, confirmed this session: daily passenger entries by station (CSV), passenger entries by line (PDF+CSV), average weekday demand by station (PDF+CSV), 'Passageiros Transportados por Linha' by line (PDF+CSV, e.g. https://transparencia.metrosp.com.br/sites/default/files/Passageiros%20Transportados%20por%20Linha%20-%202025_6.pdf), and performance-indicator reports (PDF). Structured coverage runs 2016-present (2017-2019 as ZIP bundles), last updated 2026-08-10. IMPORTANT SCOPE NOTE: this portal and the annual headline figure (892.7M, 2025) cover Metrô de São Paulo ONLY — CPTM (the state's separate commuter-rail company, jointly forming the city's 'rede metroferroviária' per this batch's system definition) publishes its own, separate demand data and was not combined in here; no verified combined Metrô+CPTM 2025 total was found this session (a widely-republished '2,59 bilhões de passageiros' figure found in searches refers to ALL Brazilian urban rail/metro systems nationally, not São Paulo alone, so it was not used). Definition also likely differs between the 'passenger_journeys' annual headline (from Metrô's financial report) and the 'station_entries'-style daily CSV (entries tallied per line/station) — flagged per schema's definition-mismatch rule."
sao-paulo-punctuality,sao-paulo,,https://transparencia.metrosp.com.br/sites/default/files/Indicadores%20-%202026.pdf,webpage,,punctuality,,,,,2026-08-26,punctuality
sao-paulo-revenue,sao-paulo,,https://ri.metrosp.com.br/wp-content/uploads/2026/03/RI-2025_MetroSP_130326-3.pdf,webpage,,revenue,,,,,2026-08-26,revenue
taipei-ts,taipei,"Taipei Rapid Transit Corporation (TRTC, 臺北大眾捷運股份有限公司), via data.taipei",https://data.taipei/dataset/detail?id=63f31c7e-7fc3-418b-bd82-b95158755b4d,open_csv,daily,ridership,station_entries,2017,2026,official,2026-08-26,"Dataset '臺北捷運各站分時進出量統計OD' (station-level origin-destination entry/exit counts with time-of-day breakdown) is actually finer than daily (hourly buckets within each day); covers 2017-01-01 through 2026-07-31 and is still updated monthly (last logged update 2026-08-13), CSV download. Supersedes an earlier, now-discontinued daily dataset ('臺北捷運各站進出量統計', data.taipei id 1d71c478-205f-42c5-8386-35f86d74fdd1) that only covered 2015-01 through 2016-12. TRTC's own site (metro.taipei, page id FED7CC0F31E0A664, '各年度暨前一月旅運量統計資料') carries official annual + monthly system-wide ridership totals back to ROC year 87 (1998) in HTML tables, but no bulk CSV/Excel export was found there this session. The 770-million 2025 annual total (avg 2.102 million/day, +growth vs 2024) used above comes from a 自由時報 (Liberty Times) news report citing TRTC's official year-end figures (7.7億人次 total, 108.7萬車次 total train trips) rather than being read directly off TRTC's own site."
madrid-ts,madrid,CRTM (Consorcio Regional de Transportes de Madrid) / Metro de Madrid,https://www.crtm.es/comunicacion/sala-de-prensa/noticias/noticias/16012025-la-comunidad-de-madrid-bate-el-record-historico-de-usuarios-de-metro-con-mas-de-715-millones-de-viajes-en-2024-un-incremento-del-8-respecto-al-ano-anterior/?lang=es,webpage,annual,ridership,passenger_journeys,2023,2025,official,2026-08-26,"CRTM and Metro de Madrid jointly issue an annual press release each January with the exact prior-year system-wide 'viajeros/viajes' total: 2023 = 662,307,878 (+16% YoY, still below pre-pandemic); 2024 = 715,208,882 (+8% YoY, confirmed via this URL's fetched content); 2025 = 736,874,012 (new all-time record, +3% YoY per metromadrid.es). Direct fetch of the 2025 metromadrid.es release itself returned HTTP 403 this session - the exact 2025 figure is confirmed via that page's own indexed title (search-result snippet) and corroborated as '~736 million' by forbes.es (fetched successfully), telemadrid.es and eldiariodemadrid.es coverage. CRTM also operates an open data portal at https://datos.crtm.es/ (confirmed reachable) but it renders via JavaScript and no specific dataset/time-series listing could be extracted through the fetch tool this session - worth a follow-up with a JS-capable browser tool to check for a structured monthly/annual CSV series and possibly finer (monthly validaciones) granularity than the yearly press releases used here."
zhengzhou-ts,zhengzhou,"China Association of Metros (中国城市轨道交通协会, CAMET)",https://www.camet.org.cn/xytj/tjxx/,webpage,annual,ridership,station_entries,2020,2025,national_db,2026-08-26,"Same CAMET annual report series as other Chinese systems in this batch. Direct PDF for the 2024 edition (https://infosharingp2-oss.camet.org.cn/resources/manual/2026/04/01/790018567319621.pdf) gives Zhengzhou 2024 = 69727.25万人次 = 697,272,500 passengers, used here as the latest annual figure since no full-year 2025 total could be confirmed this session (only partial-period figures surfaced: Q1 2025 春运/Spring Festival travel, a Dec 31 2025 single-day record of 456.89万人次, and a 2026 Labour Day holiday figure — no year-end 2025 cumulative total article was found). Cross-check: Zhengzhou municipal government's own portal (zhengzhou.gov.cn/news1/9019465.jhtml) separately states '郑州地铁2024年总客运量7.1亿人次' (~710,000,000) for the same year — about 1.8% higher than the CAMET figure, likely a rounding/scope difference; CAMET figure used as the more precise, standardized cross-system source. Index page confirms a 2025-edition report exists (titled '城市轨道交通2025年度统计和分析报告', dated 2026-04-29) but its Zhengzhou-specific content was not independently pulled this session (the PDF fetched under that expected URL pattern returned the 2024 dataset instead)."
tianjin-ts,tianjin,"China Association of Metros (中国城市轨道交通协会, CAMET)",https://www.camet.org.cn/xytj/tjxx/,webpage,annual,ridership,station_entries,2020,2025,national_db,2026-08-26,"Same CAMET industry-association annual '城市轨道交通XXXX年度统计和分析报告' series used for other Chinese systems in this dataset (index page confirms editions 2020-2025). This session directly verified the 2024 edition's Tianjin figure via PDF (https://infosharingp2-oss.camet.org.cn/resources/manual/2026/04/01/790018567319621.pdf): 64139.52万人次 = 641,395,200 for 2024. The 2025 full-year total (674,000,000, used as the annual headline above) instead comes from Tianjin SASAC's own news portal (teda.gov.cn), which also cites a daily average of 184.69万/day (1,846,900/day) and +5.4% YoY growth — internally consistent (674M/365≈1,846,575/day, matching). No confirmed monthly official ridership series found for Tianjin Rail Transit Group specifically."
milan-ts,milan,ATM S.p.A. (Azienda Trasporti Milanesi),https://risultati.atm.it/2023/files/12-Relazione-Annuale-Integrata-Gruppo-ATM-2023.pdf,pdf,annual,ridership,passenger_journeys,2022,2023,official,2026-08-26,"ATM publishes a 'Relazione Annuale Integrata' (Integrated Annual Report) each year, archived at results microsites (risultati.atm.it/<year>, e.g. 2022: risultati2022.atm.it, 2023: risultati.atm.it/2023) as well as under atm.it/it/IlGruppo/Financial_information/Documents/. The 2023 edition's highlights table states 662.2 million total passengers transported ('viaggiatori trasportati') across ATM's whole network (metro + bus + tram + trolleybus) for the city of Milan - it does NOT isolate a metro-only figure anywhere in the highlights section read this session. A 2024 edition exists (filename RELAZIONE%20ANNUALE%20INTEGRATA_31122024_FIRMATA_new.pdf under atm.it/it/IlGruppo/Financial_information/Documents/) but the PDF timed out when fetched this session (large file, proxy 504), so its exact 2024 total was not confirmed - only that multiple 2026 news reports (ansa.it, autobusweb.com, telenord.it, covering the 2025 fiscal-year results approved April 2026) state group profit more than doubled to EUR13.2m in 2025 with passengers 'in aumento del 7%' year-on-year, without the absolute rider count appearing in the text extracted. Given the ambiguity between 'ATM Group' scope (which also runs transport in Copenhagen and Thessaloniki) and 'ATM Milano network' scope in some of these press summaries, the 662.2m/2023 figure - read directly from the report's own highlights table - was preferred as the safest confirmed number. No line-level (metro-only) breakdown was located this session; Milan Metro's English/Italian Wikipedia pages give only an unsourced rough 'about 1.4 million' weekday figure, not used here."
santiago-ts,santiago,Instituto Nacional de Estadísticas de Chile (INE) — Boletín de Transporte y Comunicaciones,https://www.ine.gob.cl/sala-de-prensa/prensa-economia/transporte-y-comunicaciones,webpage,monthly,ridership,passenger_journeys,2024,2025,national_db,2026-08-26,"INE (Chile's national statistics agency) publishes a monthly press release/bulletin titled 'Personas transportadas por Metro de Santiago alcanzaron un total de X millones en [mes] de [año]', compiling Metro de Santiago's own passenger-count data (not an independent INE survey — release language says INE 'contabilizó' Metro's own counts). This session directly verified two individual monthly editions (Nov 2025: 57.7M; Dec 2025: 55.2M) plus confirmed a Nov 2024 edition exists (56.9M), so coverage_start is set conservatively to 2024 — the series likely extends further back but earlier editions were not individually checked. No bulk CSV/API download was located this session, only per-month HTML press releases + PDF 'Boletín de Transporte y Comunicaciones'. The annual headline figure (661M for 2025, +3.2% vs 2024) instead comes directly from Metro S.A.'s own investor-relations results presentation, a lower-frequency (annual) but tier=official alternative source."
santiago-revenue,santiago,,https://www.metro.cl/documentos/Presentacion_de_resultados_Metro_2025.pdf,webpage,,revenue,,,,,2026-08-26,revenue
suzhou-ts,suzhou,"China Association of Metros (中国城市轨道交通协会, CAMET)",https://www.camet.org.cn/xytj/tjxx/,webpage,annual,ridership,station_entries,2020,2025,national_db,2026-08-26,"Same CAMET annual report series as other Chinese systems in this batch (see zhengzhou entry for detail on the direct 2024-edition PDF and the unconfirmed-content 2025 edition). Suzhou 2024 = 63794.07万人次 = 637,940,700. No full-year 2025 total was found this session despite searching Suzhou municipal government (suzhou.gov.cn) coverage and Suzhou Rail Transit Group's own site (sz-mtr.com) — only holiday-period figures surfaced (e.g. 6833.3万人次 for the 2025 Spring Festival travel period, 1080.6万人次 for the 2025 Chinese New Year holiday)."
qingdao-ts,qingdao,"China Association of Metros (中国城市轨道交通协会, CAMET)",https://www.camet.org.cn/xytj/tjxx/,webpage,annual,ridership,station_entries,2020,2025,national_db,2026-08-26,"Same CAMET annual report series as other Chinese systems in this batch (see tianjin entry for direct 2024-edition PDF link and detail: Qingdao 2024 = 53055.61万人次 = 530,556,100). The 2025 headline figure (5.34亿人次 = 534,000,000, +0.6% vs the CAMET 2024 figure — plausible modest growth) is independently corroborated across three outlets covering the same Qingdao Metro Group year-end release: news.qq.com, qingdaonews.com, and guanhai.com.cn, all citing '2025年，青岛地铁载客5.34亿人次' and noting single-day ridership exceeded 2 million on 10 occasions during the year. No standing monthly official ridership series confirmed this session."
saint-petersburg-ts,saint-petersburg,"Wikipedia (RU), citing the official annual industry compilation 'Основные технико-эксплуатационные характеристики метрополитенов' (Main technical-operational characteristics of [Russian/CIS] metro systems, published yearly per-edition)",https://ru.wikipedia.org/wiki/%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D1%81%D0%BA%D0%B8%D0%B9_%D0%BC%D0%B5%D1%82%D1%80%D0%BE%D0%BF%D0%BE%D0%BB%D0%B8%D1%82%D0%B5%D0%BD,webpage,annual,ridership,passenger_journeys,2018,2020,community/aggregator,2026-08-26,"No official standalone current ridership time series was located for Peterburgsky Metropoliten this session despite extensive searching (operator site metro.spb.ru, city Комитет по транспорту, mintrans.gov.ru [a candidate official file at https://mintrans.gov.ru/file/467991 returned binary/unparseable and 403'd on direct curl], fedstat.ru/Rosstat, and enthusiast site rus-metro.ru [whose SPb page showed only a single, internally-inconsistent 2021 data point and was judged unreliable]). Best available is the RU Wikipedia article's ridership table, itself sourced to the annual official 'технико-эксплуатационные характеристики метрополитенов' report series (publishing body not independently identified this session): 2018=743M, 2019=762M, 2020=495M (steep COVID-era drop) — no 2021-2025 rows present. All 2024/2025 St. Petersburg transport news found this session covers ALL public-transport modes combined (e.g. 1.72 billion trips city-wide in 2025 per saint-petersburg.ru/news/2026/1/30/41404), not metro specifically, and was NOT used to avoid conflating modes. EN Wikipedia states current ridership is 'about 2 million passengers/day' (~730M/yr annualized) but without a specific year or citable source, so also not used as the headline figure. Given the 6-year-old datapoint, treat this system's 'latest annual' as stale pending a better source."
saint-petersburg-revenue,saint-petersburg,,https://saint-petersburg.ru/news/2025/3/28/32135,webpage,,revenue,,,,,2026-08-26,revenue
barcelona-ts,barcelona,"Idescat (Institut d'Estadística de Catalunya), compiling TMB + FGC operator data",https://www.idescat.cat/indicadors/?id=aec&n=15578&lang=es,open_csv,annual,ridership,station_entries,2000,2024,national_db,2026-08-26,"Idescat's Anuari estadístic de Catalunya indicator for urban public transport gives a clean one-row-per-year table 2000-2024 for Barcelona, split by operator/mode: Metro (TMB) 468,670 thousand riders in 2024, Ferrocarrils de la Generalitat (FGC) 44,534 thousand, Tramvia metropolità 35,044 thousand, Tramvia Blau 0 (out of service since Feb 2018). Downloadable via the page's own 'Descargar' export (SSV format). This closely corroborates TMB's own headline claim of 'prop de 469 milions de validacions' (nearly 469m validations) on its metro network in 2024, a record year (https://noticies.tmb.cat/empresa/xifres-de-record-que-van-moure-xarxes-de-transport-de-tmb-durant-2024). TMB also publishes its own annual 'Dades bàsiques' PDF fact-sheet (referenced from https://www.tmb.cat/en/get-to-know-tmb/corporate-information/transport-figures, most recent edition titled 'Basic Data 2026') and points to a Transparency Portal (transparencia.tmb.cat) and an open-data/developer area, neither of which was directly opened this session, so it remains unconfirmed whether TMB itself publishes sub-annual (monthly) ridership. Measure basis is validations/taps at metro faregates, i.e. station_entries."
nagoya-ts,nagoya,Nagoya City / Nagoya Municipal Transportation Bureau (名古屋市交通局),https://www.city.nagoya.jp/shisei/toukei/1004191/1004231/1004232.html,xlsx,annual,ridership,station_entries,2001,2020,official,2026-08-26,"Nagoya City's own open-data page '地下鉄乗車人員（NAGOYAライフ）' publishes a downloadable spreadsheet '1日当たりの地下鉄乗車人員の推移（平成13年度から令和2年度まで）' - annual average-daily boarding (乗車人員) by fiscal year, FY2001-FY2020, plus a station-level breakdown, under CC BY 4.0. It has not visibly been refreshed past FY2020 (no FY2021-24 edition located this session). For more recent years, the Transportation Bureau's own annual '決算' (financial-settlement) announcement pages state only a headline daily-average, not a full annual total or station table: FY2023 (令和5年度) 1.22m/day (https://www.kotsu.city.nagoya.jp/rp/about/trp0005174.htm) and FY2024 (令和6年度) 1.26m/day (https://www.kotsu.city.nagoya.jp/rp/about/trp0005399.htm). The 'annual' figure above (459.9m) is Claude's own multiplication of the FY2024 daily average by 365 days, NOT a total stated verbatim in the source - hence measure_def=estimated at that headline level (the underlying method, when Nagoya itself publishes a real annual table as in the 2001-2020 spreadsheet, is boarding/station_entries). The Bureau also publishes a detailed chapter-by-chapter '事業概要' (business overview) PDF each fiscal year (e.g. 令和7年度 edition at https://www.kotsu.city.nagoya.jp/rp/about/trp0004571.htm, with a dedicated '地下鉄' chapter PDF) that likely contains the exact annual total, but that chapter PDF was not opened this session."
nagoya-revenue,nagoya,,https://www.kotsu.city.nagoya.jp/rp/about/trp0005399.htm,webpage,,revenue,,,,,2026-08-26,revenue
munich-ts,munich,MVG (Münchner Verkehrsgesellschaft mbH) / SWM,https://www.mvg.de/presse/pressemeldungen/2026-03-27-fahrgast-rekord.html?lang=en,webpage,annual,ridership,passenger_journeys,2015,2025,official,2026-08-26,"MVG's own annual press release ('MVG 2025 mit neuem Fahrgast-Rekord') gives a clean mode breakdown for calendar 2025: U-Bahn 442m (-2% vs 2024, but +13m vs 2019), Bus 220m (+5%), Tram 127m (+6%, a new record), for a combined MVG network total of 621m (+1% vs 2024's 615m, itself reported in the prior year's release https://www.mvg.de/presse/pressemeldungen/presse-2025/2025-01-14-fahrgastzahlen.html). The release includes a downloadable 2015-2025 trend chart, but only as a JPG image, not machine-readable data. Crucially, MVG operates only U-Bahn+Bus+Tram; S-Bahn München is run separately by DB Regio (S-Bahn München GmbH) and no distinct, citable annual S-Bahn München ridership figure was found this session - so the annual value above (442m) covers U-Bahn only, NOT the full 'U-Bahn + S-Bahn' scope implied by this system's name. For broader context, the regional transport association MVV (which does include S-Bahn plus regional buses across the wider metropolitan area, a bigger scope than just the city) reported 718,936,784 total MVV-network riders for 2024 in its own 'Zahlen & Fakten' flyer (https://www.mvv-muenchen.de/fileadmin/mediapool/downloads/unternehmen/MVV_auf_einen_Blick_-_Zahlen_Fakten__Okt25_.pdf), but that flyer does not break riders down by individual mode, so it cannot be used to isolate S-Bahn's contribution."
toronto-ts,toronto,Toronto Transit Commission (TTC),https://www.toronto.ca/legdocs/mmis/2025/ttc/bgrd/backgroundfile-257197.pdf,pdf,monthly,ridership,unlinked_trips,,2025,official,2026-08-26,"TTC no longer appears to maintain a live open-data ridership series: the City's own open-data catalogue lists 'TTC Ridership Analysis' (https://open.toronto.ca/dataset/ttc-ridership-analysis/) as status=Retired, with no working download this session. The best real granularity found is TTC's own recurring board-meeting documents on toronto.ca/legdocs: a monthly 'CEO's Report' (e.g. the April 2025 edition, used for the annual figure above, which states 'nearly 420 million trips in 2024') and a separate 'Monthly TTC KPIs Report' (e.g. the July 2025 edition linked here) which tracks revenue rides by TTC's internal ~4-week 'Period' (13/year, not calendar months) with weekday/weekend daily averages and a 2024-vs-2025 weekly trend chart - rounded down to this schema's 'monthly' bucket since there is no closer enum option. TTC's own annual 'Operating Statistics' web page (e.g. https://www.ttc.ca/transparency-and-accountability/Operating-Statistics/Operating-Statistics---2025) shows only a business-day daily-average snapshot for the current year: 1,294,512 'Revenue Passengers (Fares Collected)' per day vs. 2,508,100 'Revenue Passengers + Transfers' per day (peak day 1,506,180 fares, 2025-09-10) - illustrating that TTC, like the US NTD, distinguishes fare-paying boardings from total boardings-including-transfers; it is not stated which of these two bases underlies the '420 million trips in 2024' headline used above. No year-over-year table or CSV link is offered on that page. A separate TTC news item (https://www.ttc.ca/news/2025/April/34-billion-rides-and-counting) cites a cumulative 34 billion rides since the system's 1921 founding, not an annual figure."
toronto-punctuality,toronto,,https://www.toronto.ca/legdocs/mmis/2025/ttc/bgrd/backgroundfile-257197.pdf,webpage,,punctuality,,,,,2026-08-26,punctuality
tehran-ts,tehran,"Tehran Urban & Suburban Railway Co. (Tehran Metro) figures reported via Iranian news media (Tehran Times, Mehr News, Taadol); no structured operator open-data portal located",https://www.tehrantimes.com/news/431798/Tehran-metro-delivers-730-million-rides-annually,webpage,annual,ridership,estimated,2018,2025,community/aggregator,2026-08-26,"No official structured ridership dataset/portal found for Tehran Metro this session. metro.tehran.ir and several Iranian news domains (Mehr News, Hamshahri, Taadol, fa.wikipedia.org) were unreachable via the fetch tool this session (proxy/robots blocks on Iranian domains), so figures rely partly on search-result headlines rather than fully-fetched article text. Figures seen: 820M (2018, en.wikipedia.org/wiki/Tehran_Metro infobox), 'over 730 million rides...annually' (2019, Tehran Times — fetched directly; framed as part of a network-expansion announcement rather than a clearly-dated audited total, with a projection of 2,337M/year after future expansion), and 363M for Persian calendar year 1404 (~21 Mar 2025-20 Mar 2026) per matching Mehr News and Taadol Newspaper headlines (mehrnews.com, taadolnewspaper.ir — titles confirmed via search results, full pages not reachable to fetch this session). These do NOT form a coherent monotonic series (implying a ~50% drop from 2018/2019 to 2025 despite network expansion) — likely reflects different measurement bases or PR-vs-audited framing rather than an actual ridership collapse; flagged as a data-quality concern, not resolved this session. Treat the annual figure as low-confidence."
mumbai-ts,mumbai,"Mumbai Metro operators (MMRDA/MMMOCL, MMOPL, MMRC) via Indian news-media milestone reporting; no structured operator dataset found",https://www.freepressjournal.in/mumbai/mmrda-metro-network-crosses-300-million-passenger-journeys-marks-major-milestone-for-mumbai-transport,webpage,annual,ridership,estimated,2022,2026,community/aggregator,2026-08-26,"Mumbai Metro is split across three separate operators (MMRDA-appointed MMMOCL for Lines 2A/7/2B/9, MMOPL/Reliance for Line 1 'Blue', MMRC for Line 3 'Aqua'), none of which appear to publish one combined ridership time series; no CSV/API/structured portal found this session. Data actually seen: MMRDA's own lines (2A/7/2B/9) hit a CUMULATIVE 300 million passenger journeys since launch (Apr2022) as of ~3 Aug 2026 (freepressjournal.in; prior milestones 5M by Sep2022, 50M by Sep2023, with the most recent 50M added in just 179 days ≈279,000/day — implying strongly accelerating growth as new line segments opened). Separately, en.wikipedia.org/wiki/Mumbai_Metro states ALL-LINES combined average daily ridership ≈900,000/day as of Oct2025 (Blue≈460k, Yellow+Red≈260k, Aqua≈160k/day). The ANNUAL figure above is Claude's own estimate (900,000/day × 365) — NOT an official reported annual total; no such combined total was found this session."
busan-ts,busan,"Busan Transportation Corporation (부산교통공사/Humetro), via Korea's national Public Data Portal (공공데이터포털, data.go.kr)",https://www.data.go.kr/data/3057229/fileData.do,open_csv,daily,ridership,station_entries,,2025,national_db,2026-08-26,"Dataset '부산교통공사_시간대별 승하차인원' (Busan Transportation Corp. - boarding/alighting passengers by time-of-day band), last-updated suffix 20250630, cross-listed identically on data.go.kr, the city's own Big-데이터웨이브 portal (data.busan.go.kr, publicdatapk=3057229) and third-party mirror gimi9.com. This is the same national card-data-disclosure dataset family as Seoul's confirmed-daily '역별 일별 시간대별 승하차인원' series (both cities publish under a common standard for T-money-based transit-card boarding disclosure), so daily/station/hour-band granularity is very likely, but this session could not open the metadata or a sample file directly: data.go.kr's detail page is a JS-rendered app that returned only a shell (also failed via curl through the environment proxy), data.busan.go.kr's detail page returned a server error, and the gimi9.com mirror was blocked by robots.txt. Granularity is therefore an inference from the title and cross-listing pattern, not a directly opened file - flagged here rather than silently asserted. The only figure actually confirmed this session is Humetro's own single-year 2024 operating-results page (used for the 'annual' block above), which breaks 2024 ridership down by line (Line 1: 153.074m, Line 2: 117.893m, Line 3: 34.413m, Line 4: 10.080m = 315.460m total) but shows no prior-year trend and links no downloadable file."
kuala-lumpur-ts,kuala-lumpur,"data.gov.my (Government of Malaysia open data portal), sourcing Prasarana/Rapid KL rail + bus and KTMB ticketing/tap data",https://data.gov.my/data-catalogue/ridership_headline,open_csv,daily,ridership,station_entries,2021,2026,official,2026-08-26,"Daily ridership broken out by individual rail service (LRT Ampang, LRT Kelana Jaya, KL Monorail, MRT Kajang, MRT Putrajaya, LRT Shah Alam) and separately by KTMB (ETS/Intercity/Komuter/Komuter Utara/Shuttle Tebrau) and Rapid Bus — cleanly separable from bus. Downloads: CSV https://storage.data.gov.my/transportation/ridership_headline.csv , Parquet https://storage.data.gov.my/transportation/ridership_headline.parquet , API https://api.data.gov.my/data-catalogue?id=ridership_headline . CC-BY-4.0. Data current through 31 Jul 2026 as fetched; a companion interactive 'Rapid Rail Explorer' origin-destination dashboard (https://data.gov.my/dashboard/rapid-explorer) additionally covers 12Jun2026-07Aug2026 at station-pair level. Earliest coverage (2021) is inferred from myrapid.com.my noting '2021, 2022 and 2023 data' available separately, not independently confirmed against the CSV's own date range this session. The ANNUAL figure above (≈296.58M, 2024) is Claude's own estimate: myrapid.com.my/bus-train/ridership/ published exact Jan-Oct 2024 monthly totals for 5 rail lines (Kelana Jaya 69,755,136 + Ampang 52,523,645 + KL Monorail 16,411,390 + MRT Kajang 69,166,610 + MRT Putrajaya 39,294,089 = 247,150,870 over 10 months; excludes LRT Shah Alam and KTM Komuter), scaled ×12/10 to a full year — hence measure_def=estimated. A separately reported COMBINED bus+rail figure also exists: Prasarana's overall average daily ridership (bus+rail together) was 1.18M/day in 2024, +24% YoY (theedgemalaysia.com, citing Transport Minister Anthony Loke; ≈431M/yr combined) — not used above since it is not rail-only."
bengaluru-ts,bengaluru,"Bangalore Metro Rail Corporation Ltd. (BMRCL) annual report, as relayed via Indian news media (Native Planet, Deccan Herald); BMRCL's own report not directly located/downloaded this session",https://www.nativeplanet.com/news/despite-strong-ridership-namma-metro-sees-deepening-losses-in-2024-25-as-depreciation-and-taxes-pus-018291.html,webpage,annual,ridership,estimated,2024,2025,community/aggregator,2026-08-26,"No structured/official BMRCL open dataset or downloadable ridership file found this session — figures come from press coverage of BMRCL's own annual report/disclosures. FY2024-25: average 7.58 lakh (758,000) passengers/day (nativeplanet.com, citing the 'BMRCL annual report'); the annual figure above is Claude's own estimate (758,000×365=276,670,000), hence measure_def=estimated — no single reported annual total was seen directly. Deccan Herald separately reports ad hoc MONTHLY/daily milestones (e.g. 'monthly ridership crosses 2 crore, up 30% in a year' at deccanherald.com, and single-day records like 11.19 lakh at thehansindia.com) but not as a consistent structured series. Revenue for FY2024-25 crossed ₹1,000 crore per the same reporting, with losses widening due to depreciation/taxes."
bengaluru-revenue,bengaluru,,https://www.nativeplanet.com/news/despite-strong-ridership-namma-metro-sees-deepening-losses-in-2024-25-as-depreciation-and-taxes-pus-018291.html,webpage,,revenue,,,,,2026-08-26,revenue
dalian-ts,dalian,"China Association of Metros (中国城市轨道交通协会, CAMET)",https://www.camet.org.cn/xytj/tjxx/,webpage,annual,ridership,station_entries,2020,2025,national_db,2026-08-26,"Same CAMET annual industry-report series used for other Chinese systems in this dataset ('城市轨道交通XXXX年度统计和分析报告', one PDF edition per year; 2024 edition direct link: https://infosharingp2-oss.camet.org.cn/resources/manual/2025/04/01/660853988892741.pdf). The index page (https://www.camet.org.cn/xytj/tjxx/) lists editions for 2020-2025 but, as with the other systems in this batch, does not show Dalian-specific figures without opening the PDF itself; a Sina Finance recap of the same 2024 edition ('北京、上海、广州、深圳...41城地铁数据公布', https://finance.sina.com.cn/wm/2025-04-03/doc-inerxari2454396.shtml) confirms the report covers 41 Chinese cities' metro systems, which includes Dalian, though Dalian's individual row within the PDF was not itself read this session. The annual figure used above instead comes directly from Dalian's own transit holding company's official site, 大连交通集团 (Dalian Transportation Group / dltransgrp.com), whose subway-business page states '2024年全年公共交通总客运量7.68亿人次，其中公交5.01亿人次、地铁2.67亿人次' - i.e. Dalian Metro carried 267 million (2.67亿) of the city's combined 768 million (7.68亿) public-transit trips in 2024, with bus carrying the other 501 million (5.01亿). No dedicated multi-year Dalian-specific statistics page or downloadable file was found on dltransgrp.com this session."
bangkok-ts,bangkok,Bangkok Expressway and Metro PCL (BEM) — Investor Relations,https://investor.bemplc.co.th/en/ridership-report/ridership,webpage,monthly,ridership,station_entries,2011,2026,official,2026-08-26,"Covers only the BEM-operated MRT Blue Line + Purple Line, not the full multi-operator 'Bangkok rail transit' system defined for this batch. Publishes monthly 'average ridership per day' and 'per working day' (thousand trips), Jan2011 onward (2026 partial, through Jul), as HTML tables only — no CSV/API download found. Full-year 2025 average: 425,300 trips/day (≈155M/yr); 2024 total combining BTS+MRL daily-average context noted elsewhere. The ANNUAL figure used above (263,955,804 for 2024) is instead for BTS Skytrain (Sukhumvit+Silom+Gold Lines, operated by BTS Group/BTSC) — sourced via Wikipedia's ridership table, which cites BTS's own statistics; daily average 723,167/day in 2024. BTS also publishes its own annual reports as PDFs (e.g. https://btsapp1.bts.co.th/WebApplication//WareHouse/UploadPdf/050924094402Annual_Report_BTS_2023-24_(1)final5(1).pdf) with financials but not a clean standalone ridership series. Airport Rail Link (ARL) and SRT Red Line ridership were not located this session — no single consolidated 'all Bangkok rail' total across BTS+MRT+ARL+SRT Red Line was found."
